"AY","semester","emplid_ID","GPA","CREDITS","DEGREE","StartDate","EndDate","duration","LocationLatitude","LocationLongitude","Q103","Q1","Q2","Q2_3_TEXT","Q3","Q4","Q4_6_TEXT","Q5","Q6","Q6_1_TEXT","Q6_2_TEXT","Q7","Q8","Q9","Q10","Q10_1_TEXT","Q10_2_TEXT","Q10_3_TEXT","Q10_4_TEXT","Q10_5_TEXT","Q10_6_TEXT","Q10_8_TEXT","Q11","Q12","Q13","Q14","Q14_6_TEXT","Q15","Q16","BSMS11_PR","BSMS12_PR","Q95","Q102"
"2024","Spring","23720336",3.229,136,"BS","2024-03-20","2024-03-20","8558","40.6627","-73.9138","11207","2001","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Biology",NA,"3.0","5th year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Chinese, Indonesian",NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","The prestige or respect one might have in society. ","The ability to move in a social hierarchy."
"2024","Spring","23845445",3.789,131,"BA/MA","2024-03-20","2024-03-20","1059","40.8231","-73.9513","10031","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Ba/ma psychology",NA,"3.81","4th year undergraduate","Yes","Some other race, ethnicity or origin",NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$401-$600",NA,"$60,000 to $99,999","Economic status","Moving up social ladder "
"2024","Spring","24315296",3.915,116,"BA/MA","2024-03-20","2024-03-20","9121","40.8171","-73.9392","11365","2004","Female",NA,"Transgender","Uncertain/Questioning",NA,"Part-time (Fewer than 12 credits)","Declared (Please specify major):","Psychology ",NA,"3.8","2nd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Korean",NA,NA,NA,"Yes","No","No","Single",NA,"$150,001 to $299,999","Other ( Please specify):","I am dependent on my parents ","$150,001 to $299,999","I see it as labels society puts on us. I feel that we shouldn’t always be defined in who we are with labels. I also believe that we can achieve more and climb the social latter, when it comes to education and money.","It’s where a person or group moves in the social hierarchy that is set by society."
"2024","Spring","13010232",3.5,24,"MPA","2024-03-20","2024-03-20","5274","40.839","-73.946","10463","1989","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Part-time (Fewer than 12 credits)","Declared (Please specify major):","Masters in Public Administration",NA,"3.100","Graduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican & Puerto Rican ",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","Other ( Please specify):","$1,411.54","Greater than $300,000","Achieved status, position in society ","Ability of chnage in social/economic situation"
"2024","Spring","24273264",3.867,128,"BA/MA","2024-03-20","2024-03-20","909","40.6643","-73.9763","11209","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","CASAC ba/ma",NA,"3.92","2nd year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Sudanese",NA,NA,NA,NA,NA,"Yes","No","No","Domestic partnership",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Social status to me is how other people perceive you based on your success and sociability. ","People who are adaptable to different social settings "
"2024","Spring","15267133",3.575,30,"MPA","2024-03-20","2024-03-20","7253","40.839","-73.946","10451","1993","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Public Administration",NA,"3.8","Graduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Colombian",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$100,000 to $150,000","$801-$1000",NA,"$150,001 to $299,999","Position in the world","How one moves through the social ladder"
"2024","Spring","14096885",3.842,30,"MPA","2024-03-20","2024-03-20","7576","40.839","-73.946","11224","1994","Female",NA,"Female","Bisexual",NA,"Part-time (Fewer than 12 credits)","Declared (Please specify major):","Masters in Public Service ",NA,"3.8","Graduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$1001-$1200",NA,"$100,000 to $150,000","Social status is determined by our socio-economic background, intersectionally  affected by race or gender ","The ability to move up in the social ladder"
"2024","Spring","23199507",3.457,30,"MPA","2024-03-20","2024-03-20","9092","40.839","-73.946","10034","1995","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Public Administration",NA,"2.9","Graduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Afro-Honduran",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$1001-$1200",NA,"$150,001 to $299,999","Standing in society based on factors such as race, class, intellect","The ability to change social status using factors such as education and appealing to status quo"
"2024","Spring","24180078",3.774,115,"BA/MA","2024-03-20","2024-03-20","1565","40.6994","-73.8883","11385","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"3.7","3rd year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Yemeni ",NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","don't work","$60,000 to $99,999","Finacial stability level ","social status level"
"2024","Spring","24114914",3.814,138,"BA/MA","2024-03-20","2024-03-20","913","40.6462","-73.9559","11210","2004","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.8","3rd year undergraduate","Yes","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Haitian",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","How people respect you","Moving to positions of higher respect"
"2024","Spring","23727433",3.572,24,"MPA","2024-03-20","2024-03-20","12716","40.839","-73.946","11101","2000","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Part-time (Fewer than 12 credits)","Declared (Please specify major):","Masters in Public Administration",NA,"3.2","Graduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Pakistani",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$601-$800",NA,"Less than 60,000","privilege","money"
"2024","Spring","23959728",3.216,124,"BA","2024-03-20","2024-03-20","1904","40.8703","-73.8525","10470","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psych ",NA,"3.2","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$150,001 to $299,999","$200 or less",NA,"$150,001 to $299,999","social status is based on perception. it is where others think we belong based on outward appearance, assumed financial status and job titles. ","how succesfully people can move from one ""tier"" of society into another. "
"2024","Spring","23875531",3.657,130,"BA/MA","2024-03-20","2024-03-21","1742","40.7652","-73.9588","11377","2001","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","BA/MA Psychology CASAC track",NA,"3.5","4th year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshiii",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","I define the term social status with one’s income level. I don’t want to define it as anything, we’re all here temporarily. But I have observed that those green papers and bank cards are what people either long for, actively chase, or mount themselves on. As people do their thing, society ranks them as low, average joe, or high. Then depending on the persons character, one chooses whether they will/how they will interact with someone if the same or lower “status”. Apologies, I am probably yapping and all that was important was the first sentence. ","Definitely subjective because of unique circumstances. But I define the term as how much of a change you can make to your societal standing. "
"2024","Spring","24421928",2.729,72,"BSED","2024-03-21","2024-03-21","757","30.0588","31.2268","10128","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Childhood Education ",NA,"2.9","1st year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Egyptian",NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","No income ","Less than 60,000","Status in society ","Flexibility "
"2024","Spring","24105167",3.398,175,"BA","2024-03-21","2024-03-21","1216","40.839","-73.946","11358","2004","Female",NA,"Female","Asexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology",NA,"3.536","2nd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"chinese",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"$60,000 to $99,999","your position in a social environment ","moving positions in a social environment "
"2024","Spring","24171577",3.908,130,"BA/MA","2024-03-21","2024-03-21","1578","40.8494","-73.9016","10033","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.88","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"$100,000 to $150,000",".","Not sure"
"2024","Spring","23967011",3.987,123,"BS","2024-03-21","2024-03-21","1222","42.2904","-71.0712","11207","2001","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Not a College student","Declared (Please specify major):","Psych BS",NA,"3.9","Graduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Egyptian",NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Greater than $300,000","The social state where someone stands socially meaning how they are in social life ","Social mobility is the capacity for individuals or groups to transition within societal hierarchies, typically reflecting movements in socioeconomic status."
"2024","Spring","23860181",3.188,120,"BA","2024-03-21","2024-03-21","950","40.782","-73.9953","10027","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"3.0","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Ecuadorian",NA,NA,NA,NA,"Yes","No","No","Domestic partnership",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","rank a person holds","moving up the hierarchy"
"2024","Spring","24172651",3.806,130,"BA/MA","2024-03-21","2024-03-21","17994","40.839","-73.946","10473","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.75","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican ",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","I take it as social class, if you experience more economic affects in a certain social class versus in another","Being able to be an active participant in your community or society"
"2024","Spring","24042890",3.605,130,"BA/MA","2024-03-21","2024-03-21","943","40.8171","-73.9392","10027","2002","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"3.6","3rd year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Guyanese",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Greater than $300,000","Where you are on the social hierarchy. Meaning, if you are poor, middle class or rich","The ability to move up the social hierarchy "
"2024","Spring","24161789",3.741,127,"BA/MA","2024-03-21","2024-03-21","2313","40.8777","-73.908","10463","2003","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.8","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican ",NA,NA,NA,NA,"Yes","Yes","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$150,001 to $299,999","Social in big groups ","Can switch to multiple groups "
"2024","Spring","24439553",2.781,86,"BS","2024-03-21","2024-03-21","857","40.6286","-73.939","11210","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Biology ","3.350","1st year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Pakistani",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","A persons background or status in a society ","change in relationships"
"2024","Spring","24155343",3.984,122,"BS","2024-03-21","2024-03-21","43264","40.782","-73.9953","11379","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"3.971","3rd year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Egyptian",NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$201-$400",NA,"$60,000 to $99,999","How a person stands relative to others in society.","I don’t w"
"2024","Spring","23051044",3.292,139,"BA","2024-03-22","2024-03-22","836","40.726","-73.848","11435","1991","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Interdisciplinary studies",NA,"3.1","Non-degree seeking","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Latino, hispanic",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$601-$800",NA,"$150,001 to $299,999","How you're respected by others","How a person can go from one status to another"
"2024","Spring","24286973",2.908,82,"BA","2024-03-22","2024-03-22","1363","40.839","-73.946","10027","2004","Female",NA,"Female","Uncertain/Questioning",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology",NA,"2.8","2nd year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","Jewish",NA,NA,NA,NA,NA,NA,"No","No","No","Single",NA,"$150,001 to $299,999","Other ( Please specify):","not sure","$60,000 to $99,999","how you are percieved by society, this impacts what opportunities are availabe to you","the ability to improve your social status with effort"
