danceability,mode,acousticness,valence,genre
0.572,1,0.374,0.0373,Dark Trap
0.773,1,0.0514,0.391,Dark Trap
0.768,1,0.00764,0.316,Dark Trap
0.851,0,0.154,0.507,Dark Trap
0.768,1,0.00702,0.381,Dark Trap
0.856,1,0.0629,0.168,Dark Trap
0.917,0,0.139,0.534,Dark Trap
0.915,1,0.0267,0.348,Dark Trap
0.839,1,0.0007,0.677,Dark Trap
0.79,1,0.0489,0.228,Dark Trap
0.763,1,0.151,0.32,Dark Trap
0.617,1,0.00728,0.226,Dark Trap
0.645,1,0.265,0.214,Dark Trap
0.668,0,0.1,0.355,Dark Trap
0.588,0,0.0416,0.228,Dark Trap
0.558,0,0.0269,0.113,Dark Trap
0.581,1,0.313,0.0832,Dark Trap
0.496,0,0.112,0.254,Dark Trap
0.289,0,0.256,0.155,Dark Trap
0.882,0,0.00143,0.792,Dark Trap
0.575,0,0.473,0.12,Dark Trap
0.247,0,0.531,0.364,Dark Trap
0.753,1,0.546,0.54,Dark Trap
0.671,1,0.0286,0.0714,Dark Trap
0.529,0,0.931,0.265,Dark Trap
0.733,0,0.559,0.564,Dark Trap
0.639,1,0.541,0.231,Dark Trap
0.515,0,0.0417,0.323,Dark Trap
0.592,0,0.137,0.192,Dark Trap
0.686,1,0.325,0.0418,Dark Trap
0.627,1,0.108,0.0357,Dark Trap
0.604,0,0.029,0.474,Dark Trap
0.742,1,0.698,0.191,Dark Trap
0.618,1,0.12,0.425,Dark Trap
0.631,0,0.455,0.299,Dark Trap
0.618,0,0.387,0.135,Dark Trap
0.743,0,0.018,0.412,Dark Trap
0.529,0,0.0456,0.148,Dark Trap
0.677,1,0.757,0.118,Dark Trap
0.86,1,0.393,0.904,Dark Trap
0.695,1,0.646,0.131,Dark Trap
0.417,1,0.386,0.1,Dark Trap
0.632,1,0.0782,0.199,Dark Trap
0.78,1,0.12,0.368,Dark Trap
0.746,1,0.017,0.279,Dark Trap
0.54,0,0.0193,0.0381,Dark Trap
0.793,0,0.867,0.753,Dark Trap
0.633,1,0.0158,0.242,Dark Trap
0.615,1,0.153,0.138,Dark Trap
0.676,0,0.87,0.333,Dark Trap
0.832,1,0.411,0.329,Dark Trap
0.484,1,0.378,0.483,Dark Trap
0.246,1,0.572,0.181,Dark Trap
0.767,0,0.595,0.632,Dark Trap
0.706,0,0.69,0.316,Dark Trap
0.764,0,0.248,0.352,Dark Trap
0.651,0,0.689,0.36,Dark Trap
0.524,0,0.825,0.23,Dark Trap
0.537,1,0.458,0.0349,Dark Trap
0.852,1,0.00521,0.192,Dark Trap
0.697,1,0.178,0.859,Dark Trap
0.629,1,0.197,0.315,Dark Trap
0.751,1,0.00666,0.167,Dark Trap
0.698,1,0.0223,0.333,Dark Trap
0.596,0,0.0465,0.369,Dark Trap
0.817,1,0.234,0.0519,Dark Trap
0.771,0,0.638,0.196,Dark Trap
0.626,1,0.627,0.297,Dark Trap
0.447,1,0.201,0.411,Dark Trap
0.572,1,0.0454,0.34,Dark Trap
0.56,0,0.373,0.177,Dark Trap
0.782,1,0.394,0.653,Dark Trap
0.807,0,0.176,0.119,Dark Trap
0.715,1,0.0111,0.0804,Dark Trap
0.925,1,0.42,0.418,Dark Trap
0.698,0,0.916,0.136,Dark Trap
0.724,1,0.367,0.377,Dark Trap
0.674,1,0.636,0.625,Dark Trap
0.396,0,0.0978,0.256,Dark Trap
0.26,0,6.16E-05,0.338,Dark Trap
0.632,1,0.0285,0.114,Dark Trap
0.655,0,0.35,0.44,Dark Trap
0.913,1,0.285,0.482,Dark Trap
0.704,0,0.185,0.17,Dark Trap
0.487,1,0.00332,0.49,Dark Trap
0.604,0,0.211,0.156,Dark Trap
0.378,1,0.0245,0.169,Dark Trap
0.597,0,0.212,0.208,Dark Trap
0.783,1,0.25,0.414,Dark Trap
0.661,0,0.25,0.336,Dark Trap
0.687,1,0.131,0.249,Dark Trap
0.932,1,0.0435,0.485,Dark Trap
0.472,0,0.83,0.576,Dark Trap
0.681,0,0.195,0.0537,Dark Trap
0.677,0,0.223,0.3,Dark Trap
0.651,1,0.284,0.416,Dark Trap
0.718,1,0.258,0.151,Dark Trap
0.715,1,0.747,0.365,Dark Trap
0.544,0,0.626,0.0891,Dark Trap
0.704,1,0.616,0.0385,Dark Trap
0.619,1,0.197,0.171,Dark Trap
0.703,0,0.682,0.108,Dark Trap
0.675,1,0.0748,0.505,Dark Trap
0.706,0,0.649,0.185,Dark Trap
0.603,1,0.00071,0.063,Dark Trap
0.899,0,0.424,0.783,Dark Trap
0.441,1,0.0844,0.06,Dark Trap
0.618,1,0.0119,0.39,Dark Trap
0.859,1,0.0294,0.534,Dark Trap
0.704,1,0.131,0.389,Dark Trap
0.668,0,0.00281,0.467,Dark Trap
0.739,0,0.231,0.233,Dark Trap
0.32,1,0.000207,0.387,Dark Trap
0.665,0,0.106,0.0754,Dark Trap
0.51,0,0.0902,0.0366,Dark Trap
0.818,0,0.103,0.213,Dark Trap
0.619,1,0.0249,0.143,Dark Trap
0.612,0,0.174,0.204,Dark Trap
0.576,1,0.342,0.325,Dark Trap
0.661,1,0.392,0.312,Dark Trap
0.759,0,0.0086,0.135,Dark Trap
0.829,0,0.495,0.653,Dark Trap
0.709,1,0.52,0.444,Dark Trap
0.937,1,0.0131,0.521,Dark Trap
0.631,1,0.000447,0.137,Dark Trap
0.704,1,0.295,0.0395,Dark Trap
0.698,1,0.222,0.227,Dark Trap
0.659,0,0.168,0.311,Dark Trap
0.686,0,0.532,0.697,Dark Trap
0.646,0,0.549,0.135,Dark Trap
0.648,0,0.108,0.437,Dark Trap
0.915,1,0.00375,0.0387,Dark Trap
0.722,1,0.185,0.424,Dark Trap
0.706,1,0.0175,0.543,Dark Trap
0.721,0,0.366,0.341,Dark Trap
0.653,0,0.114,0.26,Dark Trap
0.612,1,0.0114,0.34,Dark Trap
0.608,1,0.00369,0.166,Dark Trap
0.7,0,0.0616,0.277,Dark Trap
0.831,0,0.145,0.196,Dark Trap
0.792,0,0.601,0.509,Dark Trap
0.768,1,0.00785,0.27,Dark Trap
0.534,1,0.073,0.562,Dark Trap
0.878,1,0.259,0.106,Dark Trap
0.753,0,0.363,0.164,Dark Trap
0.765,1,0.59,0.184,Dark Trap
0.649,1,0.00565,0.286,Dark Trap
0.743,0,0.434,0.451,Dark Trap
0.42,0,0.00176,0.0762,Dark Trap
0.668,0,0.659,0.347,Dark Trap
0.68,0,0.26,0.274,Dark Trap
0.469,0,0.119,0.263,Dark Trap
0.549,0,0.21,0.256,Dark Trap
0.793,1,0.0605,0.297,Dark Trap
0.795,1,0.502,0.196,Dark Trap
0.355,0,0.000465,0.172,Dark Trap
0.661,0,0.0835,0.347,Dark Trap
0.574,0,0.147,0.183,Dark Trap
0.677,0,0.018,0.451,Dark Trap
0.572,0,0.393,0.216,Dark Trap
0.743,0,0.0241,0.2,Dark Trap
0.837,1,0.00497,0.474,Dark Trap
0.83,1,0.0219,0.524,Dark Trap
0.693,0,0.382,0.303,Dark Trap
0.738,1,0.115,0.0381,Dark Trap
0.626,1,0.0995,0.313,Dark Trap
0.763,1,0.0175,0.458,Dark Trap
0.794,1,0.222,0.0466,Dark Trap
0.795,0,0.342,0.411,Dark Trap
0.441,1,0.331,0.24,Dark Trap
0.68,1,0.0169,0.498,Dark Trap
0.576,1,0.583,0.108,Dark Trap
0.671,1,0.0737,0.113,Dark Trap
0.887,1,0.366,0.309,Dark Trap
0.752,1,0.00768,0.292,Dark Trap
0.681,1,0.592,0.776,Dark Trap
0.752,1,0.113,0.161,Dark Trap
0.742,1,0.0558,0.252,Dark Trap
0.833,0,0.0165,0.5,Dark Trap
0.638,1,0.766,0.487,Dark Trap
0.359,1,0.0734,0.189,Dark Trap
0.41,0,5.61E-05,0.151,Dark Trap
0.642,1,0.701,0.269,Dark Trap
0.618,1,0.0244,0.234,Dark Trap
0.571,1,0.00999,0.0393,Dark Trap
0.723,1,0.065,0.345,Dark Trap
0.675,1,0.00596,0.112,Dark Trap
0.708,1,0.509,0.0397,Dark Trap
0.697,0,0.0368,0.247,Dark Trap
0.572,1,0.579,0.276,Dark Trap
0.588,0,0.004,0.224,Dark Trap
0.641,1,0.0093,0.165,Dark Trap
0.7,0,0.0829,0.243,Dark Trap
0.695,1,0.195,0.429,Dark Trap
0.729,0,0.255,0.0667,Dark Trap
0.662,0,0.211,0.258,Dark Trap
0.678,0,0.0239,0.246,Dark Trap
0.466,0,0.0116,0.337,Dark Trap
0.734,1,0.0138,0.499,Dark Trap
0.632,0,0.0136,0.485,Dark Trap
0.587,1,0.00254,0.426,Dark Trap
0.704,1,0.0789,0.613,Dark Trap
0.657,1,0.0273,0.227,Dark Trap
0.629,0,0.0795,0.0689,Dark Trap
0.436,1,0.833,0.188,Dark Trap
0.551,1,0.316,0.209,Dark Trap
0.818,1,0.484,0.144,Dark Trap
0.863,0,0.00626,0.553,Dark Trap
0.557,1,0.621,0.304,Dark Trap
0.767,0,0.627,0.497,Dark Trap
0.703,0,0.662,0.593,Dark Trap
0.683,0,0.155,0.36,Dark Trap
0.619,1,0.268,0.113,Dark Trap
0.768,1,0.183,0.316,Dark Trap
0.868,1,0.119,0.466,Dark Trap
0.34,1,0.606,0.286,Dark Trap
0.845,1,0.128,0.7,Dark Trap
0.683,1,0.215,0.0401,Dark Trap
0.655,1,0.282,0.0951,Dark Trap
0.726,1,0.0721,0.392,Dark Trap
0.547,1,0.112,0.347,Dark Trap
0.877,0,0.737,0.65,Dark Trap
0.6,1,0.0306,0.219,Dark Trap
0.93,1,0.089,0.393,Dark Trap
0.773,1,0.00374,0.286,Dark Trap
0.731,0,0.316,0.617,Dark Trap
0.737,1,0.0819,0.143,Dark Trap
0.903,1,0.0168,0.811,Dark Trap
0.713,1,0.0465,0.196,Dark Trap
0.7,1,0.448,0.326,Dark Trap
0.687,1,0.0425,0.183,Dark Trap
0.359,1,0.00208,0.0693,Dark Trap
0.704,0,0.00448,0.536,Dark Trap
0.699,1,0.494,0.208,Dark Trap
0.688,1,0.0194,0.596,Dark Trap
0.704,1,0.00687,0.345,Dark Trap
0.671,0,0.217,0.104,Dark Trap
0.761,1,0.136,0.691,Dark Trap
0.736,1,0.0087,0.678,Dark Trap
0.763,1,0.395,0.0976,Dark Trap
0.655,1,0.00123,0.0664,Dark Trap
0.72,1,0.0193,0.277,Dark Trap
0.585,0,0.15,0.281,Dark Trap
0.844,0,0.00221,0.289,Dark Trap
0.703,0,0.362,0.187,Dark Trap
0.669,1,0.178,0.156,Dark Trap
0.415,0,0.549,0.288,Dark Trap
0.744,1,0.52,0.0377,Dark Trap
0.702,1,0.387,0.2,Dark Trap
0.836,1,0.218,0.656,Dark Trap
0.587,0,0.378,0.164,Dark Trap
0.57,1,0.282,0.339,Dark Trap
0.784,0,0.00163,0.529,Dark Trap
0.666,1,0.0239,0.605,Dark Trap
0.783,0,0.0409,0.57,Dark Trap
0.9,1,0.344,0.36,Dark Trap
0.72,1,0.494,0.384,Dark Trap
0.702,0,0.0526,0.302,Dark Trap
0.747,1,0.088,0.175,Dark Trap
0.508,1,0.154,0.231,Dark Trap
0.747,1,0.195,0.434,Dark Trap
0.691,1,0.00452,0.0394,Dark Trap
0.813,1,0.228,0.632,Dark Trap
0.595,1,0.679,0.0358,Dark Trap
0.84,0,0.698,0.381,Dark Trap
0.553,0,0.799,0.191,Dark Trap
0.619,1,0.118,0.16,Dark Trap
0.849,0,0.0163,0.246,Dark Trap
0.78,1,0.288,0.623,Dark Trap
0.62,1,0.483,0.0821,Dark Trap
0.769,1,0.00273,0.102,Dark Trap
0.703,0,0.0151,0.77,Dark Trap
0.762,1,0.525,0.63,Dark Trap
0.611,1,0.199,0.299,Dark Trap
0.847,1,0.287,0.374,Dark Trap
0.817,0,0.116,0.31,Dark Trap
0.73,0,0.157,0.275,Dark Trap
0.809,1,0.00214,0.0967,Dark Trap
0.612,1,0.234,0.19,Dark Trap
0.717,1,0.000133,0.193,Dark Trap
0.648,1,0.00111,0.459,Dark Trap
0.656,1,0.000494,0.572,Dark Trap
0.694,1,0.0237,0.707,Dark Trap
0.537,1,0.405,0.198,Dark Trap
0.796,0,0.141,0.22,Dark Trap
0.539,1,0.0485,0.507,Dark Trap
0.898,1,0.106,0.572,Dark Trap
0.779,0,0.142,0.535,Dark Trap
0.488,1,0.00024,0.329,Dark Trap
0.552,1,0.0253,0.742,Dark Trap
0.802,0,0.108,0.563,Dark Trap
0.609,1,0.467,0.382,Dark Trap
0.75,1,0.00248,0.327,Dark Trap
0.88,0,0.461,0.7,Dark Trap
0.741,1,0.0289,0.35,Dark Trap
0.899,1,0.00424,0.527,Dark Trap
0.66,1,0.0591,0.118,Dark Trap
0.865,0,0.0366,0.365,Dark Trap
0.745,1,0.0232,0.701,Dark Trap
0.702,0,0.228,0.327,Dark Trap
0.633,1,0.0302,0.171,Dark Trap
0.679,1,0.0539,0.237,Dark Trap
0.834,0,0.177,0.093,Dark Trap
0.706,1,4.07E-05,0.0952,Dark Trap
0.811,1,0.447,0.3,Dark Trap
0.82,1,0.474,0.0971,Dark Trap
0.727,1,0.283,0.185,Dark Trap
0.776,1,0.336,0.526,Dark Trap
0.763,1,0.222,0.418,Dark Trap
0.646,1,0.0124,0.363,Dark Trap
0.467,1,0.000379,0.644,Dark Trap
0.807,0,0.164,0.225,Dark Trap
0.665,1,0.051,0.272,Dark Trap
0.855,1,0.0415,0.539,Dark Trap
0.759,0,0.0114,0.27,Dark Trap
0.871,1,0.187,0.334,Dark Trap
0.433,1,0.843,0.764,Dark Trap
0.448,0,0.47,0.237,Dark Trap
0.562,0,0.274,0.577,Dark Trap
0.708,1,0.0675,0.562,Dark Trap
0.558,1,0.000959,0.346,Dark Trap
0.61,1,0.0108,0.637,Dark Trap
0.752,0,0.000756,0.478,Dark Trap
0.796,1,0.163,0.58,Dark Trap
0.813,1,0.125,0.225,Dark Trap
0.808,1,0.000367,0.464,Dark Trap
0.821,0,0.00578,0.863,Dark Trap
0.508,1,0.0561,0.21,Dark Trap
0.788,1,0.377,0.294,Dark Trap
0.831,1,0.221,0.744,Dark Trap
0.686,0,0.0831,0.758,Dark Trap
0.922,0,0.0071,0.24,Dark Trap
0.879,0,0.00225,0.844,Dark Trap
0.658,1,0.763,0.263,Dark Trap
0.832,1,0.151,0.376,Dark Trap
0.649,0,0.393,0.761,Dark Trap
0.769,1,0.423,0.439,Dark Trap
0.599,0,0.124,0.199,Dark Trap
0.557,0,0.271,0.585,Dark Trap
0.876,0,0.124,0.418,Dark Trap
0.764,1,0.438,0.401,Dark Trap
0.796,1,0.216,0.45,Dark Trap
0.702,0,0.065,0.049,Dark Trap
0.913,1,0.0334,0.33,Dark Trap
0.496,1,0.0197,0.0937,Dark Trap
0.592,0,0.0031,0.188,Dark Trap
0.773,1,0.0272,0.106,Dark Trap
0.582,1,0.132,0.0791,Dark Trap
0.648,0,0.701,0.395,Dark Trap
0.77,1,0.0391,0.303,Dark Trap
0.499,0,0.562,0.241,Dark Trap
0.779,1,0.0931,0.33,Dark Trap
0.529,1,0.187,0.375,Dark Trap
0.637,1,0.145,0.383,Dark Trap
0.598,1,0.445,0.258,Dark Trap
0.767,1,0.0217,0.339,Dark Trap
0.749,1,0.00753,0.0481,Dark Trap
0.411,0,0.579,0.0373,Dark Trap
0.701,1,0.354,0.427,Dark Trap
0.876,1,0.525,0.356,Dark Trap
0.579,1,0.0249,0.477,Dark Trap
0.71,1,0.128,0.621,Dark Trap
0.463,0,0.156,0.321,Dark Trap
0.809,1,0.335,0.397,Dark Trap
0.772,1,0.15,0.261,Dark Trap
0.77,0,0.138,0.364,Dark Trap
0.837,1,0.176,0.735,Dark Trap
0.727,0,0.00537,0.426,Dark Trap
0.689,1,0.23,0.305,Dark Trap
0.725,0,0.34,0.555,Dark Trap
0.738,1,0.00724,0.572,Dark Trap
0.74,0,0.821,0.391,Dark Trap
0.589,0,0.701,0.131,Dark Trap
0.664,1,0.0653,0.0613,Dark Trap
0.754,1,0.212,0.347,Dark Trap
0.564,1,0.798,0.308,Dark Trap
0.847,1,0.106,0.915,Dark Trap
0.673,1,0.254,0.232,Dark Trap
0.813,0,0.0862,0.196,Dark Trap
0.395,1,0.00121,0.0768,Dark Trap
0.788,1,0.00363,0.212,Dark Trap
0.608,1,0.0125,0.265,Dark Trap
0.933,1,0.0408,0.328,Dark Trap
0.896,1,0.125,0.731,Dark Trap
0.846,1,0.04,0.258,Dark Trap
0.818,0,0.0445,0.435,Dark Trap
0.786,0,0.164,0.5,Dark Trap
0.839,1,0.279,0.136,Dark Trap
0.762,1,0.167,0.155,Dark Trap
0.845,0,0.407,0.756,Dark Trap
0.734,0,0.183,0.24,Dark Trap
0.754,0,0.29,0.803,Dark Trap
0.787,0,0.396,0.204,Dark Trap
0.62,1,0.16,0.402,Dark Trap
0.614,0,0.123,0.131,Dark Trap
0.646,1,0.0024,0.125,Dark Trap
0.388,1,0.257,0.196,Dark Trap
0.809,1,0.0522,0.614,Dark Trap
0.713,1,0.00683,0.0666,Dark Trap
0.73,1,0.0698,0.549,Dark Trap
0.911,1,0.53,0.473,Dark Trap
0.674,1,0.449,0.185,Dark Trap
0.944,1,0.0109,0.258,Dark Trap
0.9,0,0.00733,0.369,Dark Trap
0.871,1,0.187,0.334,Dark Trap
0.883,1,0.00744,0.0959,Dark Trap
0.896,1,0.0508,0.202,Dark Trap
0.454,1,0.126,0.129,Dark Trap
0.6,1,0.304,0.157,Dark Trap
0.686,0,0.0396,0.235,Dark Trap
0.621,1,0.887,0.155,Dark Trap
0.434,0,0.651,0.596,Dark Trap
0.82,1,0.0773,0.0904,Dark Trap
0.675,0,0.0649,0.229,Dark Trap
0.746,0,0.0427,0.181,Dark Trap
0.683,1,0.00748,0.092,Dark Trap
0.743,1,0.00581,0.243,Dark Trap
0.712,1,0.0704,0.089,Dark Trap
0.794,1,0.131,0.127,Dark Trap
0.26,1,0.000238,0.228,Dark Trap
0.779,1,0.000254,0.619,Dark Trap
0.454,1,0.000299,0.106,Dark Trap
0.624,0,0.0814,0.762,Dark Trap
0.669,1,0.151,0.0748,Dark Trap
0.742,1,0.632,0.129,Dark Trap
0.744,0,0.287,0.192,Dark Trap
0.346,1,0.00259,0.506,Dark Trap
0.403,1,0.313,0.157,Dark Trap
0.547,0,0.342,0.368,Dark Trap
0.851,1,0.164,0.332,Dark Trap
0.742,1,0.396,0.435,Dark Trap
0.691,0,0.772,0.898,Dark Trap
0.476,1,0.0237,0.175,Dark Trap
0.537,1,0.041,0.153,Dark Trap
0.516,1,0.0491,0.21,Dark Trap
0.746,0,0.00934,0.265,Dark Trap
0.664,1,0.357,0.64,Dark Trap
0.747,0,0.0965,0.717,Dark Trap
0.929,1,0.0515,0.64,Dark Trap
0.897,1,0.00125,0.796,Dark Trap
0.922,1,0.0279,0.165,Dark Trap
0.894,1,0.0224,0.217,Dark Trap
0.823,1,0.23,0.501,Dark Trap
0.681,1,0.475,0.364,Dark Trap
0.942,1,0.492,0.153,Dark Trap
0.619,0,0.231,0.317,Dark Trap
0.861,1,0.0167,0.121,Dark Trap
0.512,0,0.951,0.256,Dark Trap
0.522,1,0.24,0.355,Dark Trap
0.701,1,0.743,0.361,Dark Trap
0.787,1,0.831,0.153,Dark Trap
0.652,0,0.127,0.352,Dark Trap
0.656,1,0.203,0.143,Dark Trap
0.657,1,0.0178,0.314,Dark Trap
0.879,0,0.214,0.248,Dark Trap
0.67,0,0.333,0.265,Dark Trap
0.771,1,0.628,0.283,Dark Trap
0.757,0,0.248,0.0676,Dark Trap
0.688,1,0.0469,0.365,Dark Trap
0.559,1,0.0975,0.114,Dark Trap
0.578,1,0.0679,0.117,Dark Trap
0.582,0,0.379,0.531,Dark Trap
0.527,1,0.0412,0.156,Dark Trap
0.758,1,0.000756,0.262,Dark Trap
0.631,0,0.0521,0.236,Dark Trap
0.457,0,0.0747,0.0563,Dark Trap
0.842,0,0.137,0.528,Dark Trap
0.621,1,0.000822,0.368,Dark Trap
0.487,1,0.0825,0.134,Dark Trap
0.88,1,0.098,0.418,Dark Trap
0.754,1,0.372,0.167,Dark Trap
0.727,1,0.0145,0.389,Dark Trap
0.532,1,0.492,0.0638,Dark Trap
0.82,1,0.795,0.268,Dark Trap
0.727,1,0.0758,0.227,Dark Trap
0.781,1,0.119,0.584,Dark Trap
0.731,1,0.249,0.452,Dark Trap
0.677,1,0.0335,0.338,Dark Trap
0.613,0,0.678,0.292,Dark Trap
0.712,0,0.0501,0.217,Dark Trap
0.741,0,0.1,0.447,Dark Trap
0.632,1,0.00442,0.494,Dark Trap
0.764,1,0.698,0.244,Dark Trap
0.709,1,0.0114,0.613,Dark Trap
0.814,1,0.343,0.39,Dark Trap
0.534,0,0.00753,0.564,Dark Trap
0.567,1,0.00316,0.207,Dark Trap
0.439,1,0.515,0.461,Dark Trap
0.777,0,0.0269,0.147,Dark Trap
0.784,1,0.121,0.229,Dark Trap
0.665,0,0.183,0.167,Dark Trap
0.797,1,0.000877,0.422,Dark Trap
0.804,1,0.27,0.23,Dark Trap
0.697,0,0.475,0.512,Dark Trap
0.53,0,0.327,0.0912,Dark Trap
0.747,0,0.723,0.653,Dark Trap
0.717,1,0.222,0.21,Dark Trap
0.908,1,0.187,0.409,Dark Trap
0.716,1,0.0145,0.0609,Dark Trap
0.774,1,0.00261,0.18,Dark Trap
0.469,0,0.0264,0.135,Dark Trap
0.429,1,0.0058,0.442,Dark Trap
0.818,1,0.0692,0.56,Dark Trap
0.851,0,0.00848,0.0534,Dark Trap
0.657,1,0.575,0.821,Dark Trap
0.766,1,0.178,0.226,Dark Trap
0.855,1,0.00412,0.215,Dark Trap
0.76,1,0.187,0.709,Dark Trap
0.781,1,0.00104,0.194,Dark Trap
0.755,1,0.0179,0.493,Dark Trap
0.821,0,0.434,0.241,Dark Trap
0.44,1,0.0568,0.168,Dark Trap
0.696,1,0.254,0.198,Dark Trap
0.801,1,0.0789,0.222,Dark Trap
0.947,1,0.0648,0.818,Dark Trap
0.666,1,0.00894,0.524,Dark Trap
0.896,1,0.0805,0.19,Dark Trap
0.645,1,0.0439,0.324,Dark Trap
0.893,1,0.000303,0.573,Dark Trap
0.912,1,0.00045,0.351,Dark Trap
0.705,0,0.00056,0.341,Dark Trap
0.692,1,0.000254,0.404,Dark Trap
0.766,0,0.0143,0.098,Dark Trap
0.798,1,0.125,0.305,Dark Trap
0.72,1,0.00628,0.143,Dark Trap
0.779,1,0.0564,0.504,Dark Trap
0.803,1,0.148,0.662,Dark Trap
0.617,0,0.089,0.227,Dark Trap
0.704,0,0.844,0.035,Dark Trap
0.378,1,0.00121,0.674,Dark Trap
0.398,1,0.0795,0.189,Dark Trap
0.486,0,0.0109,0.149,Dark Trap
0.537,0,0.00444,0.155,Dark Trap
0.488,1,0.77,0.144,Dark Trap
0.579,0,0.214,0.655,Dark Trap
0.627,1,0.0705,0.0993,Dark Trap
0.745,0,0.339,0.443,Dark Trap
0.855,1,0.134,0.535,Dark Trap
0.805,0,0.506,0.181,Dark Trap
0.603,0,0.396,0.0709,Dark Trap
0.834,1,0.0367,0.304,Dark Trap
0.607,1,0.0663,0.121,Dark Trap
0.702,0,0.516,0.216,Dark Trap
0.9,0,0.00373,0.626,Dark Trap
0.548,1,0.515,0.213,Dark Trap
0.743,1,0.0343,0.319,Dark Trap
0.969,1,0.0246,0.584,Dark Trap
0.653,0,0.017,0.347,Dark Trap
0.667,1,0.146,0.169,Dark Trap
0.623,0,0.426,0.263,Dark Trap
0.818,1,0.0218,0.288,Dark Trap
0.353,1,0.00023,0.0399,Dark Trap
0.441,1,0.0293,0.305,Dark Trap
0.624,1,0.636,0.752,Dark Trap
0.538,1,0.591,0.177,Dark Trap
0.925,1,0.136,0.234,Dark Trap
0.547,0,0.000962,0.149,Dark Trap
0.699,1,0.502,0.157,Dark Trap
0.73,1,0.00111,0.0474,Dark Trap
0.592,1,0.221,0.653,Dark Trap
0.674,0,0.418,0.0385,Dark Trap
0.926,1,0.156,0.164,Dark Trap
0.935,0,0.262,0.502,Dark Trap
0.62,1,0.0302,0.13,Dark Trap
0.81,1,0.00454,0.134,Dark Trap
0.767,1,0.528,0.427,Dark Trap
0.457,1,0.543,0.374,Dark Trap
0.453,1,0.231,0.347,Dark Trap
0.647,1,0.0262,0.334,Dark Trap
0.749,1,0.0134,0.649,Dark Trap
0.727,1,0.398,0.555,Dark Trap
0.869,1,0.531,0.16,Dark Trap
0.78,1,0.777,0.484,Dark Trap
0.635,1,0.00108,0.459,Dark Trap
0.71,1,0.0535,0.247,Dark Trap
0.888,1,0.105,0.292,Dark Trap
0.226,0,0.483,0.115,Dark Trap
0.639,1,0.455,0.187,Dark Trap
0.503,1,0.469,0.441,Dark Trap
0.734,0,0.569,0.316,Dark Trap
0.85,1,0.221,0.0607,Dark Trap
0.784,1,0.0646,0.128,Dark Trap
0.726,1,0.185,0.539,Dark Trap
0.621,1,0.00268,0.0773,Dark Trap
0.765,1,0.0368,0.335,Dark Trap
0.67,1,0.0601,0.211,Dark Trap
0.886,1,0.553,0.932,Dark Trap
0.842,1,0.509,0.923,Dark Trap
0.781,0,0.118,0.0793,Dark Trap
0.804,1,0.00879,0.188,Dark Trap
0.593,1,0.0726,0.11,Dark Trap
0.856,0,0.489,0.406,Dark Trap
0.832,0,0.064,0.212,Dark Trap
0.697,1,0.266,0.665,Dark Trap
0.606,0,0.000215,0.284,Dark Trap
0.891,1,0.147,0.451,Dark Trap
0.761,0,0.768,0.349,Dark Trap
0.674,0,0.0238,0.42,Dark Trap
0.82,1,0.000698,0.24,Dark Trap
0.512,0,0.000861,0.246,Dark Trap
0.857,0,0.144,0.415,Dark Trap
0.801,0,0.256,0.306,Dark Trap
0.957,1,0.11,0.869,Dark Trap
0.665,0,0.177,0.108,Dark Trap
0.709,0,0.9,0.605,Dark Trap
0.819,1,0.00326,0.372,Dark Trap
0.838,1,0.0316,0.431,Dark Trap
0.627,1,0.328,0.0505,Dark Trap
0.536,1,0.316,0.0388,Dark Trap
0.71,1,0.0399,0.401,Dark Trap
0.366,0,0.218,0.0876,Dark Trap
0.668,0,0.153,0.641,Dark Trap
0.412,0,0.0444,0.0383,Dark Trap
0.883,1,0.134,0.633,Dark Trap
0.772,1,0.184,0.354,Dark Trap
0.795,1,0.0065,0.483,Dark Trap
0.703,1,0.304,0.277,Dark Trap
0.562,1,0.403,0.6,Dark Trap
0.664,1,0.791,0.424,Dark Trap
0.707,0,0.691,0.545,Dark Trap
0.541,0,0.257,0.308,Dark Trap
0.626,1,0.667,0.236,Dark Trap
0.67,1,0.469,0.201,Dark Trap
0.489,1,0.373,0.151,Dark Trap
0.693,1,0.372,0.57,Dark Trap
0.606,1,0.0121,0.355,Dark Trap
0.276,0,0.0456,0.179,Dark Trap
0.445,1,0.0497,0.548,Dark Trap
0.837,1,0.445,0.586,Dark Trap
0.932,1,0.014,0.196,Dark Trap
0.541,1,0.126,0.353,Dark Trap
0.9,1,0.0649,0.209,Dark Trap
0.648,1,0.206,0.468,Dark Trap
0.767,1,0.0105,0.0955,Dark Trap
0.863,1,0.216,0.53,Dark Trap
0.751,0,0.39,0.433,Dark Trap
0.769,1,0.0716,0.316,Dark Trap
0.858,1,0.000178,0.36,Dark Trap
0.61,1,0.143,0.719,Dark Trap
0.724,1,0.0751,0.558,Dark Trap
0.663,1,0.00591,0.163,Dark Trap
0.789,1,0.0196,0.247,Dark Trap
0.731,0,0.714,0.163,Dark Trap
0.773,1,0.024,0.524,Dark Trap
0.775,1,0.176,0.521,Dark Trap
0.749,0,0.131,0.305,Dark Trap
0.545,1,0.0643,0.276,Dark Trap
0.498,1,0.294,0.26,Dark Trap
0.862,0,0.462,0.672,Dark Trap
