"","sex","age","student","employed","sleep","courses","studying","gpa","attend","cigarett","coffee","soda","tv","alcohol","dogs","cats","parents","sexual","condoms","accident","speed","physical","intellig","money","car","stress","relaxed","worry","notblue","disturbe","upset","mood","swings","irritate","blue","intell.","money.","car.","stress.","relax.","worry.","notblue.","disturb.","upset.","mood.","swings.","irritat.","blue.","attend.","condom.","speed.","neur","drink"
"57","Female",19,"Full-time","Part-time   ",5,1,3,3,"Often    ",0,2,2,0,1,0,0,"No ","Yes","Sometimes",1,"Sometimes",21,"Agree            ","Disagree         ","Neutral          ","Strongly Agree   ","Neutral          ","Strongly Agree   ","Neutral          ","Agree            ","Agree            ","Strongly Agree   ","Strongly Agree   ","Agree            ","Neutral          ","Often","Disagree","Neutral","Always","Neutral","Always","Neutral","Often","Often","Always","Always","Often","Neutral","Often","Sometims","Sometims",41,"Yes"
"58","Female",20,"Full-time","Part-time   ",4,7,7,2.3,"Always   ",0,0,8,5,1,1,1,"No ","No ","         ",1,"Sometimes",2,"Agree            ","Neutral          ","Disagree         ","Agree            ","Disagree         ","Strongly Agree   ","Disagree         ","Agree            ","Agree            ","Agree            ","Neutral          ","Agree            ","Disagree         ","Often","Neutral","Disagree","Often","Often","Always","Often","Often","Often","Often","Neutral","Often","Disagree","Always",NA,"Sometims",38,"Yes"
"59","Female",32,"Full-time","Not employed",8,2,7,4,"Always   ",0,7.5,1,10,0,0,0,"No ","Yes","Always   ",1,"Sometimes",5,"Neutral          ","Agree            ","Strongly Agree   ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Strongly Disagree","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral","Often","Always","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Always","Always","Sometims",24,"No"
"60","Female",20,"Full-time","Not employed",7,3,6,3.2,"Often    ",0,0,10,12,2,1,0,"Yes","Yes","Always   ",1,"Always   ",0,"Neutral          ","Disagree         ","Strongly Agree   ","Disagree         ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Agree            ","Disagree         ","Agree            ","Neutral","Disagree","Always","Disagree","Disagree","Often","Often","Disagree","Disagree","Neutral","Often","Disagree","Often","Often","Always","Always",29,"Yes"
"61","Female",20,"Full-time","Full-time   ",2,2,2,2,"Never    ",2,2,2,2,2,2,2,"Yes","Yes","Never    ",2,"Never    ",2,"Strongly Disagree","Neutral          ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Always","Strongly Disagree","Always","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Never","Never","Never",18,"Yes"
"62","Female",21,"Part-time","Full-time   ",7,1,7,2,"Often    ",0,3,3,4,0,3,3,"Yes","No ","         ",0,"Often    ",5,"Neutral          ","Disagree         ","Agree            ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral","Disagree","Often","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Often",NA,"Often",21,"No"
"63","Female",23,"         ","Not employed",6,2,40,3,"Always   ",0,7,0,4,0,3,0,"Yes","Yes","Never    ",1,"Never    ",5,"Strongly Disagree","Neutral          ","Strongly Disagree","Neutral          ","Agree            ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Neutral","Strongly Disagree","Neutral","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Never","Never",22,"No"
"64","Female",21,"Full-time","Part-time   ",8,2,6,3,"Often    ",0,0,10,3,2,2,0,"Yes","Yes","Always   ",1,"Sometimes",4,"Strongly Agree   ","Disagree         ","Strongly Agree   ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Neutral          ","Agree            ","Strongly Disagree","Always","Disagree","Always","Disagree","Often","Neutral","Neutral","Often","Disagree","Disagree","Neutral","Often","Strongly Disagree","Often","Always","Sometims",28,"Yes"
"65","Female",19,"Full-time","Part-time   ",7,5,13,3,"Often    ",0,0,1,10,0,0,0,"No ","No ","         ",1,"Sometimes",6,"Agree            ","Neutral          ","Agree            ","Neutral          ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Often","Neutral","Often","Neutral","Disagree","Often","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Often",NA,"Sometims",22,"No"
"66","Female",18,"Full-time","Part-time   ",6,2,11,3.5,"Always   ",1.5,0,1,4.5,0,1,2,"Yes","Yes","Always   ",1,"Rarely   ",7.5,"Neutral          ","Disagree         ","Neutral          ","Disagree         ","Strongly Agree   ","Disagree         ","Agree            ","Disagree         ","Disagree         ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Disagree","Neutral","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Always","Always","Rarely",15,"No"
"67","Female",22,"Full-time","Not employed",6,1,15,4,"Often    ",0,0,4,5,2,0,0,"Yes","Yes","Always   ",1,"         ",10,"Strongly Agree   ","Agree            ","Agree            ","Agree            ","Neutral          ","                 ","Disagree         ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Always","Often","Often","Often","Neutral",NA,"Often","Often","Often","Often","Often","Often","Often","Often","Always",NA,35,"Yes"
"68","Female",24,"Full-time","Not employed",8,2,12,3,"Often    ",0,0,3,5,0,0,1,"No ","Yes","Always   ",0,"Never    ",0.5,"Neutral          ","Disagree         ","Strongly Disagree","Disagree         ","Agree            ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Neutral","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Neutral","Disagree","Neutral","Neutral","Disagree","Often","Always","Never",23,"No"
"69","Female",35,"Part-time","Part-time   ",7,2,6,3.25,"Always   ",0,10,2,7,7,1,1,"No ","Yes","Never    ",4,"         ",0,"                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always","Never",NA,NA,"Yes"
"70","Female",24,"Full-time","Full-time   ",4,2,10,2,"Often    ",0,8,15,1,3,1,0,"Yes","No ","         ",0,"Sometimes",4,"Agree            ","Disagree         ","Strongly Disagree","Neutral          ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Agree            ","Neutral          ","Disagree         ","Often","Disagree","Strongly Disagree","Neutral","Disagree","Neutral","Neutral","Disagree","Disagree","Often","Often","Neutral","Disagree","Often",NA,"Sometims",28,"Yes"
"71","Female",20,"Full-time","Part-time   ",6,1,7,3.7,"Always   ",0,0,5,2,0,2,0,"Yes","Yes","Often    ",0,"Often    ",4,"Agree            ","Agree            ","Strongly Agree   ","Agree            ","Neutral          ","Strongly Agree   ","Agree            ","Neutral          ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Often","Often","Always","Often","Neutral","Always","Disagree","Neutral","Often","Often","Often","Disagree","Disagree","Always","Often","Often",33,"No"
"72","Female",20,"Full-time","Part-time   ",7,1,2,2.5,"Often    ",4,0,4,10,0,0,0,"No ","Yes","Rarely   ",1,"Sometimes",2,"Neutral          ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Agree            ","Neutral          ","Agree            ","Agree            ","Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral","Neutral","Disagree","Often","Neutral","Often","Neutral","Often","Often","Often","Neutral","Often","Neutral","Often","Rarely","Sometims",36,"No"
"73","Female",20,"Full-time","Not employed",6,2,25,2,"Often    ",7,4,1,7,10,0,1,"Yes","Yes","Never    ",0,"Sometimes",5,"Neutral          ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Strongly Agree   ","Neutral          ","Agree            ","Agree            ","Strongly Agree   ","Strongly Agree   ","Agree            ","Neutral          ","Neutral","Disagree","Often","Neutral","Neutral","Always","Neutral","Often","Often","Always","Always","Often","Neutral","Often","Never","Sometims",39,"Yes"
"74","Female",34,"Full-time","Full-time   ",7,1,8,2,"Always   ",20,30,20,20,2,1,0,"No ","Yes","Always   ",1,"Often    ",1,"Neutral          ","Disagree         ","Agree            ","Agree            ","Neutral          ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Strongly Disagree","Agree            ","Neutral          ","Neutral","Disagree","Often","Often","Neutral","Often","Often","Neutral","Neutral","Disagree","Strongly Disagree","Often","Neutral","Always","Always","Often",31,"Yes"
"75","Female",19,"Full-time","Not employed",6.25,2,6,2.9,"Often    ",0,0,17.5,10,0.5,0,0,"No ","Yes","Sometimes",0,"Often    ",3.5,"Neutral          ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral","Neutral","Disagree","Neutral","Neutral","Often","Disagree","Often","Neutral","Neutral","Neutral","Often","Neutral","Often","Sometims","Often",32,"Yes"
"76","Female",20,"Full-time","Part-time   ",9,2,10,3.5,"Always   ",0,0,2,10,1,1,1,"Yes","Yes","Always   ",2,"Often    ",1,"Agree            ","Disagree         ","Agree            ","Strongly Agree   ","Strongly Disagree","Strongly Agree   ","Disagree         ","Agree            ","Strongly Agree   ","Agree            ","Agree            ","Strongly Agree   ","Disagree         ","Often","Disagree","Often","Always","Always","Always","Often","Often","Always","Often","Often","Always","Disagree","Always","Always","Often",43,"Yes"
"77","Female",19,"Full-time","Part-time   ",10,3,0.5,3,"Always   ",0,0,1,8,0,3,0,"Yes","No ","         ",0,"Sometimes",0,"Neutral          ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Agree            ","Neutral          ","Neutral          ","Neutral","Disagree","Disagree","Neutral","Neutral","Often","Often","Neutral","Neutral","Often","Often","Neutral","Neutral","Always",NA,"Sometims",34,"No"
"78","Female",28,"Part-time","Full-time   ",8,1,5,3,"Never    ",10,0,10,0,4,0,1,"No ","   ","Always   ",4,"Always   ",32.5,"Agree            ","Strongly Disagree","Strongly Agree   ","Strongly Agree   ","Strongly Disagree","Strongly Agree   ","Disagree         ","Agree            ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Agree            ","Often","Strongly Disagree","Always","Always","Always","Always","Often","Often","Always","Always","Always","Always","Often","Never","Always","Always",47,"Yes"
"79","Female",24,"Full-time","Not employed",7,4,2,2,"Always   ",0,0,12.5,15,0,0,1,"No ","No ","         ",3,"Often    ",0.75,"Agree            ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Neutral          ","Agree            ","Agree            ","Agree            ","Neutral          ","Agree            ","Often","Disagree","Disagree","Neutral","Neutral","Often","Often","Neutral","Often","Often","Often","Neutral","Often","Always",NA,"Often",36,"No"
"80","Female",19,"Full-time","Not employed",6,1,6.5,2.5,"Always   ",15,14,5,8,0,0,0,"No ","Yes","Always   ",1,"Sometimes",3,"Neutral          ","Neutral          ","Agree            ","Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral","Neutral","Often","Often","Neutral","Often","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Always","Sometims",27,"No"
"81","Female",21,"Full-time","Not employed",8,2,10,3,"Always   ",0,0,2,5,2,0,0,"Yes","Yes","Rarely   ",0,"Sometimes",4,"Neutral          ","Disagree         ","Disagree         ","Strongly Agree   ","Strongly Disagree","Strongly Agree   ","Strongly Agree   ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Neutral","Disagree","Disagree","Always","Always","Always","Strongly Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Often","Always","Rarely","Sometims",31,"Yes"
"82","Female",19,"Full-time","Full-time   ",5,2,12,2,"Always   ",0,0,0,2,0,0,0,"No ","No ","         ",1,"Often    ",20,"Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Agree            ","Disagree         ","Disagree         ","Neutral","Neutral","Neutral","Neutral","Neutral","Often","Often","Disagree","Disagree","Often","Often","Disagree","Disagree","Always",NA,"Often",30,"No"
